path,bpm,key,scale
/home/xelreg/Downloads/music_dataset/fma_small/001/001684.mp3,172.265625,D,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001510.mp3,82.58197784423828,C#,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001673.mp3,107.69486236572266,F,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001649.mp3,120.24441528320312,C,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001733.mp3,94.68678283691406,C,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001661.mp3,162.74478149414062,D,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001642.mp3,97.5556411743164,C,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001930.mp3,120.94493103027344,A,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001666.mp3,143.00042724609375,B,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001688.mp3,172.26556396484375,D,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001687.mp3,151.98443603515625,D,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001683.mp3,95.68109130859375,D,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001197.mp3,120.57829284667969,C,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001087.mp3,172.2655487060547,F,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001736.mp3,91.01013946533203,F,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001681.mp3,114.33169555664062,D,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001075.mp3,107.70050048828125,C#,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001417.mp3,123.14265441894531,E,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001083.mp3,178.20590209960938,C,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001082.mp3,84.9595947265625,D,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001276.mp3,120.21318817138672,F#,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001891.mp3,154.49948120117188,G,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001193.mp3,116.74211120605469,C#,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001686.mp3,118.19137573242188,F,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001249.mp3,184.57034301757812,F,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001102.mp3,135.44943237304688,E,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001720.mp3,112.63714599609375,F#,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001663.mp3,161.86456298828125,E,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001040.mp3,123.26557159423828,F,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001270.mp3,148.25682067871094,E,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001732.mp3,155.93336486816406,C,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001069.mp3,97.7193374633789,Ab,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001703.mp3,140.1266632080078,F,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001689.mp3,103.92280578613281,A,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001066.mp3,110.98408508300781,F#,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001544.mp3,120.20696258544922,G,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001706.mp3,119.49944305419922,G,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001196.mp3,143.61749267578125,A,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001482.mp3,97.07598876953125,Eb,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001685.mp3,123.1983642578125,D,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001925.mp3,91.96312713623047,D,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001682.mp3,99.48983001708984,G,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001259.mp3,125.82868957519531,Ab,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001039.mp3,123.66105651855469,Eb,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001277.mp3,129.99595642089844,D,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001680.mp3,108.79435729980469,A,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001073.mp3,91.43647766113281,G,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001702.mp3,128.5168914794922,A,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001883.mp3,172.26560974121094,G,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001443.mp3,154.4276885986328,Eb,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001701.mp3,133.32827758789062,A,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001929.mp3,71.6186752319336,B,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001704.mp3,141.26058959960938,C,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001427.mp3,126.44816589355469,D,minor
/home/xelreg/Downloads/music_dataset/fma_small/001/001735.mp3,94.09832763671875,C,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001924.mp3,95.45692443847656,Bb,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001893.mp3,109.74063110351562,G,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001195.mp3,95.50614166259766,C,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001644.mp3,133.63153076171875,C,major
/home/xelreg/Downloads/music_dataset/fma_small/001/001278.mp3,74.044677734375,G,minor
